    0.911323547363281250E+00   -0.110868626832962036E+02    0.193551850318908691E+02    0.970624446868896484E+01    0.890790343284606934E+02    0.360605338428668460E+02    0.113990104198455811E+02    0.316222786903381348E+01   -0.259112005568559776E+06   -0.529831319988485294E+01    1
    0.834642946720123291E+00   -0.355445802211761475E+01    0.193015122413635254E+02   -0.508406877517700195E+01    0.989457249641418457E+02    0.715540822971195212E+02    0.806283950805664062E+01   -0.918862819671630859E+00   -0.245464722465995903E+06   -0.530331319988484751E+01    1
    0.877526283264160156E+00   -0.133524352312088013E+02    0.160182607173919678E+02    0.283554196357727051E+01    0.789720952510833740E+02    0.511851784053974228E+02    0.168470776081085205E+02    0.682621121406555176E+01   -0.218663906596727873E+06   -0.530831319988485095E+01    1
    0.971725046634674072E+00   -0.204998588562011719E+02    0.174369657039642334E+02    0.377542614936828613E+01    0.949400544166564941E+02    0.636705594149386442E+02    0.475572586059570312E+01   -0.880636692047119141E+01   -0.214112782923376013E+06   -0.531331319988484285E+01    1
    0.961819231510162354E+00   -0.140218269824981689E+02    0.139159274101257324E+02    0.896774768829345703E+01    0.756328403949737549E+02    0.395295931451170546E+02    0.193418896198272705E+02   -0.939462423324584961E+01   -0.199910569709941163E+06   -0.531831319988483830E+01    1
    0.595984160900115967E+00   -0.163942533731460571E+02    0.134898245334625244E+02    0.592472314834594727E+01    0.922312140464782715E+02    0.439563529615916764E+02    0.187689650058746338E+02    0.959559798240661621E+01   -0.181958594682539639E+06   -0.532331319988484530E+01    1
    0.920727491378784180E+00   -0.137152183055877686E+02    0.938193917274475098E+01    0.815110802650451660E+01    0.966453254222869873E+02    0.478327980449934458E+02    0.122956347465515137E+02   -0.215162038803100586E+00   -0.179783988153488841E+06   -0.532831319988484609E+01    1
    0.710304737091064453E+00   -0.166621899604797363E+02    0.160980856418609619E+02    0.925782322883605957E+01    0.927396714687347412E+02    0.514107835225743841E+02    0.871522784233093262E+01    0.652623534202575684E+01   -0.167420450753566111E+06   -0.533331319988484154E+01    1
    0.407762527465820312E+00   -0.255131471157073975E+02    0.181206834316253662E+02    0.407502293586730957E+01    0.953412353992462158E+02    0.557097117795024914E+02    0.151499199867248535E+02    0.809197425842285156E+01   -0.165581963362927432E+06   -0.533831319988483788E+01    1
    0.829966247081756592E+00   -0.762955427169799805E+01    0.745629072189331055E+01    0.375048279762268066E+01    0.888212084770202637E+02    0.383174315432170474E+02    0.149542188644409180E+02   -0.766677856445312500E+01   -0.157963810385088320E+06   -0.534331319988483511E+01    1
    0.939602971076965332E+00   -0.928696990013122559E+01    0.131234550476074219E+02    0.520321607589721680E+01    0.664765059947967529E+02    0.631811075231482988E+02    0.167644429206848145E+02    0.771802663803100586E+00   -0.154346678277190571E+06   -0.534831319988484299E+01    1
    0.656481206417083740E+00   -0.265217685699462891E+02    0.138990712165832520E+02    0.233089685440063477E+01    0.855086863040924072E+02    0.442023832782493216E+02    0.154095768928527832E+02   -0.402906417846679688E+01   -0.145835081304763065E+06   -0.535331319988485443E+01    1
    0.776119530200958252E+00   -0.117792177200317383E+02    0.653078556060791016E+00   -0.980140328407287598E+01    0.881804466247558594E+02    0.714895256789672544E+02    0.177708995342254639E+02    0.696676969528198242E+01   -0.128958440867177153E+06   -0.535831319988483568E+01    1
    0.659645497798919678E+00   -0.212234884500503540E+02    0.778149604797363281E+01    0.979173898696899414E+01    0.856362283229827881E+02    0.453619970966288406E+02    0.128765487670898438E+02   -0.837888598442077637E+01   -0.123864193410605250E+06   -0.536331319988484623E+01    1
    0.883092105388641357E+00   -0.202100461721420288E+02    0.128085446357727051E+02    0.701076269149780273E+01    0.902746438980102539E+02    0.489986323137858193E+02    0.815259218215942383E+01    0.218541026115417480E+01   -0.119014720819103590E+06   -0.536831319988485056E+01    1
    0.439419031143188477E+00   -0.254572749137878418E+02    0.831778049468994141E+01    0.614523768424987793E+01    0.778570115566253662E+02    0.605266520991473840E+02    0.184558534622192383E+02   -0.510399222373962402E+01   -0.118060484766339650E+06   -0.537331319988484601E+01    1
    0.954850554466247559E+00   -0.798968374729156494E+01    0.934657931327819824E+01    0.728957295417785645E+01    0.988214015960693359E+02    0.632503331969081728E+02    0.154675602912902832E+01   -0.563440442085266113E+01   -0.117276675922551702E+06   -0.537831319988484857E+01    1
